lat_municipio_residencia,lon_municipio_residencia,cod_municipio_residencia,universidad,curso_academico,count,scaled_count,log_count,municipio,poblacion
27.75379,-18.00364,38013,uam,2017-18,1,1.2,0.0,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2017-18,5,1.2,1.6094379124341003,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2018-19,4,1.2,1.3862943611198906,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2019-20,4,1.2,1.3862943611198906,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2020-21,4,1.2,1.3862943611198906,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2021-22,5,1.2,1.6094379124341003,Frontera,Muy poco densa
27.75379,-18.00364,38013,ucm,2022-23,2,1.2,0.6931471805599453,Frontera,Muy poco densa
27.75379,-18.00364,38013,urjc,2021-22,1,1.2,0.0,Frontera,Muy poco densa
27.75379,-18.00364,38013,urjc,2022-23,1,1.2,0.0,Frontera,Muy poco densa
27.8089,-17.91566,38048,uc3m,2020-21,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,uc3m,2021-22,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,uc3m,2022-23,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,ucm,2020-21,3,1.2,1.0986122886681098,Valverde,Poco densa
27.8089,-17.91566,38048,ucm,2021-22,3,1.2,1.0986122886681098,Valverde,Poco densa
27.8089,-17.91566,38048,ucm,2022-23,3,1.2,1.0986122886681098,Valverde,Poco densa
27.8089,-17.91566,38048,urjc,2017-18,2,1.2,0.6931471805599453,Valverde,Muy poco densa
27.8089,-17.91566,38048,urjc,2018-19,1,1.2,0.0,Valverde,Muy poco densa
27.8089,-17.91566,38048,urjc,2019-20,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,urjc,2020-21,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,urjc,2021-22,3,1.2,1.0986122886681098,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2017-18,1,1.2,0.0,Valverde,Muy poco densa
27.8089,-17.91566,38048,uva,2018-19,1,1.2,0.0,Valverde,Muy poco densa
27.8089,-17.91566,38048,uva,2019-20,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2020-21,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2021-22,1,1.2,0.0,Valverde,Poco densa
27.8089,-17.91566,38048,uva,2022-23,1,1.2,0.0,Valverde,Poco densa
27.8837,-15.72398,35012,uam,2017-18,5,1.2,1.6094379124341003,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2018-19,4,1.2,1.3862943611198906,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2019-20,1,1.2,0.0,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2020-21,2,1.2,0.6931471805599453,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2021-22,3,1.2,1.0986122886681098,Mogán,Poco densa
27.8837,-15.72398,35012,uam,2022-23,2,1.2,0.6931471805599453,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2017-18,2,1.2,0.6931471805599453,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2018-19,2,1.2,0.6931471805599453,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2019-20,2,1.2,0.6931471805599453,Mogán,Poco densa
27.8837,-15.72398,35012,uc3m,2020-21,1,1.2,0.0,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2017-18,9,1.2,2.1972245773362196,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2018-19,10,1.2,2.302585092994046,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2019-20,11,1.2,2.3978952727983707,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2020-21,10,1.2,2.302585092994046,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2021-22,11,1.2,2.3978952727983707,Mogán,Poco densa
27.8837,-15.72398,35012,ucm,2022-23,11,1.2,2.3978952727983707,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2017-18,5,1.2,1.6094379124341003,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2018-19,5,1.2,1.6094379124341003,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2019-20,5,1.2,1.6094379124341003,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2020-21,4,1.2,1.3862943611198906,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2021-22,3,1.2,1.0986122886681098,Mogán,Poco densa
27.8837,-15.72398,35012,urjc,2022-23,3,1.2,1.0986122886681098,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2017-18,1,1.2,0.0,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2018-19,1,1.2,0.0,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2019-20,1,1.2,0.0,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2020-21,1,1.2,0.0,Mogán,Poco densa
27.8837,-15.72398,35012,uva,2021-22,1,1.2,0.0,Mogán,Poco densa
27.90411,-15.44564,35002,uc3m,2017-18,2,1.2,0.6931471805599453,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2018-19,6,1.2,1.791759469228055,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2019-20,7,1.2,1.9459101490553132,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2020-21,7,1.2,1.9459101490553132,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2021-22,4,1.2,1.3862943611198906,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uc3m,2022-23,8,1.2,2.0794415416798357,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2017-18,9,1.2,2.1972245773362196,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2018-19,10,1.2,2.302585092994046,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2019-20,14,1.2,2.6390573296152584,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2020-21,14,1.2,2.6390573296152584,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2021-22,13,1.2,2.5649493574615367,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,ucm,2022-23,15,1.2,2.70805020110221,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2017-18,11,1.2,2.3978952727983707,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2018-19,9,1.2,2.1972245773362196,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2019-20,11,1.2,2.3978952727983707,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2020-21,9,1.2,2.1972245773362196,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2021-22,11,1.2,2.3978952727983707,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,urjc,2022-23,10,1.2,2.302585092994046,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2017-18,2,1.2,0.6931471805599453,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2018-19,4,1.2,1.3862943611198906,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2019-20,2,1.2,0.6931471805599453,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2020-21,1,1.2,0.0,Agüimes,Moderadamente densa
27.90411,-15.44564,35002,uva,2022-23,1,1.2,0.0,Agüimes,Moderadamente densa
27.91272,-15.54124,35022,ucm,2017-18,28,1.2,3.332204510175204,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2018-19,22,1.2,3.091042453358316,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2019-20,22,1.2,3.091042453358316,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2020-21,16,1.2,2.772588722239781,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2021-22,17,1.2,2.833213344056216,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,ucm,2022-23,18,1.2,2.8903717578961645,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2017-18,11,1.2,2.3978952727983707,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2018-19,12,1.2,2.4849066497880004,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2019-20,13,1.2,2.5649493574615367,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2020-21,12,1.2,2.4849066497880004,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2021-22,20,1.2,2.995732273553991,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,urjc,2022-23,17,1.2,2.833213344056216,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2017-18,1,1.2,0.0,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2018-19,1,1.2,0.0,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2019-20,1,1.2,0.0,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2020-21,2,1.2,0.6931471805599453,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2021-22,2,1.2,0.6931471805599453,Santa Lucía de Tirajana,Moderadamente densa
27.91272,-15.54124,35022,uva,2022-23,2,1.2,0.6931471805599453,Santa Lucía de Tirajana,Moderadamente densa
27.92047,-15.44246,35011,uam,2017-18,10,1.2,2.302585092994046,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2018-19,9,1.2,2.1972245773362196,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2019-20,11,1.2,2.3978952727983707,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2020-21,11,1.2,2.3978952727983707,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2021-22,5,1.2,1.6094379124341003,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uam,2022-23,7,1.2,1.9459101490553132,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2017-18,6,1.2,1.791759469228055,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2018-19,7,1.2,1.9459101490553132,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2019-20,3,1.2,1.0986122886681098,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2020-21,3,1.2,1.0986122886681098,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uc3m,2021-22,3,1.2,1.0986122886681098,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2017-18,8,1.2,2.0794415416798357,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2018-19,11,1.2,2.3978952727983707,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2019-20,8,1.2,2.0794415416798357,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2020-21,10,1.2,2.302585092994046,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2021-22,9,1.2,2.1972245773362196,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,ucm,2022-23,6,1.2,1.791759469228055,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2017-18,5,1.2,1.6094379124341003,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2018-19,6,1.2,1.791759469228055,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2019-20,5,1.2,1.6094379124341003,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2020-21,6,1.2,1.791759469228055,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2021-22,5,1.2,1.6094379124341003,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,urjc,2022-23,12,1.2,2.4849066497880004,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uva,2017-18,1,1.2,0.0,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uva,2021-22,2,1.2,0.6931471805599453,Ingenio,Moderadamente densa
27.92047,-15.44246,35011,uva,2022-23,2,1.2,0.6931471805599453,Ingenio,Moderadamente densa
27.92461,-15.573,35018,uam,2017-18,6,1.2,1.791759469228055,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2018-19,5,1.2,1.6094379124341003,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2019-20,6,1.2,1.791759469228055,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2020-21,6,1.2,1.791759469228055,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2021-22,3,1.2,1.0986122886681098,San Bartolomé,Poco densa
27.92461,-15.573,35018,uam,2022-23,2,1.2,0.6931471805599453,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2017-18,35,1.2,3.5553480614894135,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2018-19,37,1.2,3.6109179126442243,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2019-20,48,1.2,3.871201010907891,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2020-21,50,1.2,3.912023005428146,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2021-22,50,1.2,3.912023005428146,San Bartolomé,Poco densa
27.92461,-15.573,35018,ucm,2022-23,42,1.2,3.7376696182833684,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2017-18,8,1.2,2.0794415416798357,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2018-19,6,1.2,1.791759469228055,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2019-20,3,1.2,1.0986122886681098,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2020-21,5,1.2,1.6094379124341003,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2021-22,7,1.2,1.9459101490553132,San Bartolomé,Poco densa
27.92461,-15.573,35018,urjc,2022-23,9,1.2,2.1972245773362196,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2017-18,1,1.2,0.0,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2019-20,2,1.2,0.6931471805599453,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2020-21,2,1.2,0.6931471805599453,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2021-22,3,1.2,1.0986122886681098,San Bartolomé,Poco densa
27.92461,-15.573,35018,uva,2022-23,3,1.2,1.0986122886681098,San Bartolomé,Poco densa
27.92461,-15.573,35019,uam,2018-19,1,1.2,0.0,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2019-20,1,1.2,0.0,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2020-21,1,1.2,0.0,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2021-22,2,1.2,0.6931471805599453,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uam,2022-23,1,1.2,0.0,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uc3m,2022-23,3,1.2,1.0986122886681098,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2017-18,43,1.2,3.7612001156935624,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2018-19,39,1.2,3.6635616461296463,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2019-20,46,1.2,3.828641396489095,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2020-21,42,1.2,3.7376696182833684,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2021-22,48,1.2,3.871201010907891,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,ucm,2022-23,39,1.2,3.6635616461296463,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2017-18,19,1.2,2.9444389791664403,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2018-19,14,1.2,2.6390573296152584,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2019-20,12,1.2,2.4849066497880004,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2020-21,10,1.2,2.302585092994046,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2021-22,13,1.2,2.5649493574615367,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,urjc,2022-23,11,1.2,2.3978952727983707,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uva,2017-18,1,1.2,0.0,San Bartolomé de Tirajana,Moderadamente densa
27.92461,-15.573,35019,uva,2022-23,1,1.2,0.0,San Bartolomé de Tirajana,Moderadamente densa
27.99022,-15.78118,35020,ucm,2018-19,1,1.2,0.0,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2019-20,1,1.2,0.0,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2020-21,1,1.2,0.0,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2021-22,1,1.2,0.0,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,ucm,2022-23,1,1.2,0.0,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,urjc,2017-18,1,1.2,0.0,"Aldea de San Nicolás, La",Poco densa
27.99022,-15.78118,35020,urjc,2022-23,1,1.2,0.0,"Aldea de San Nicolás, La",Poco densa
27.99119,-15.49928,35031,uam,2020-21,2,1.2,0.6931471805599453,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,uam,2021-22,3,1.2,1.0986122886681098,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,uam,2022-23,2,1.2,0.6931471805599453,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2017-18,4,1.2,1.3862943611198906,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2018-19,7,1.2,1.9459101490553132,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2019-20,9,1.2,2.1972245773362196,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2020-21,8,1.2,2.0794415416798357,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2021-22,10,1.2,2.302585092994046,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,ucm,2022-23,8,1.2,2.0794415416798357,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2017-18,4,1.2,1.3862943611198906,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2018-19,4,1.2,1.3862943611198906,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2019-20,2,1.2,0.6931471805599453,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2020-21,1,1.2,0.0,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2021-22,2,1.2,0.6931471805599453,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,urjc,2022-23,2,1.2,0.6931471805599453,Valsequillo de Gran Canaria,Poco densa
27.99119,-15.49928,35031,uva,2022-23,1,1.2,0.0,Valsequillo de Gran Canaria,Poco densa
27.99499,-15.61547,35025,uc3m,2017-18,3,1.2,1.0986122886681098,Tejeda,Muy poco densa
27.99499,-15.61547,35025,uc3m,2018-19,3,1.2,1.0986122886681098,Tejeda,Muy poco densa
27.99604,-15.41789,35026,uam,2017-18,9,1.2,2.1972245773362196,Telde,Densa
27.99604,-15.41789,35026,uam,2018-19,9,1.2,2.1972245773362196,Telde,Densa
27.99604,-15.41789,35026,uam,2019-20,12,1.2,2.4849066497880004,Telde,Densa
27.99604,-15.41789,35026,uam,2020-21,11,1.2,2.3978952727983707,Telde,Densa
27.99604,-15.41789,35026,uam,2021-22,8,1.2,2.0794415416798357,Telde,Densa
27.99604,-15.41789,35026,uam,2022-23,7,1.2,1.9459101490553132,Telde,Densa
27.99604,-15.41789,35026,uc3m,2017-18,42,1.2,3.7376696182833684,Telde,Densa
27.99604,-15.41789,35026,uc3m,2018-19,39,1.2,3.6635616461296463,Telde,Densa
27.99604,-15.41789,35026,uc3m,2019-20,41,1.2,3.713572066704308,Telde,Densa
27.99604,-15.41789,35026,uc3m,2020-21,44,1.2,3.784189633918261,Telde,Densa
27.99604,-15.41789,35026,uc3m,2021-22,36,1.2,3.58351893845611,Telde,Densa
27.99604,-15.41789,35026,uc3m,2022-23,29,1.2,3.367295829986474,Telde,Densa
27.99604,-15.41789,35026,ucm,2017-18,69,1.2,4.23410650459726,Telde,Densa
27.99604,-15.41789,35026,ucm,2018-19,60,1.2,4.0943445622221,Telde,Densa
27.99604,-15.41789,35026,ucm,2019-20,62,1.2,4.127134385045092,Telde,Densa
27.99604,-15.41789,35026,ucm,2020-21,60,1.2,4.0943445622221,Telde,Densa
27.99604,-15.41789,35026,ucm,2021-22,55,1.2,4.007333185232471,Telde,Densa
27.99604,-15.41789,35026,ucm,2022-23,55,1.2,4.007333185232471,Telde,Densa
27.99604,-15.41789,35026,urjc,2017-18,34,1.2,3.5263605246161616,Telde,Densa
27.99604,-15.41789,35026,urjc,2018-19,38,1.2,3.6375861597263857,Telde,Densa
27.99604,-15.41789,35026,urjc,2019-20,52,1.2,3.9512437185814275,Telde,Densa
27.99604,-15.41789,35026,urjc,2020-21,50,1.2,3.912023005428146,Telde,Densa
27.99604,-15.41789,35026,urjc,2021-22,53,1.2,3.970291913552122,Telde,Densa
27.99604,-15.41789,35026,urjc,2022-23,42,1.2,3.7376696182833684,Telde,Densa
27.99604,-15.41789,35026,uva,2017-18,1,1.2,0.0,Telde,Densa
27.99604,-15.41789,35026,uva,2018-19,1,1.2,0.0,Telde,Densa
27.99604,-15.41789,35026,uva,2020-21,1,1.2,0.0,Telde,Densa
27.99604,-15.41789,35026,uva,2021-22,2,1.2,0.6931471805599453,Telde,Densa
27.99604,-15.41789,35026,uva,2022-23,4,1.2,1.3862943611198906,Telde,Densa
28.01057,-15.53256,35033,uam,2017-18,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2018-19,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2019-20,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2020-21,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2021-22,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,uam,2022-23,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2017-18,5,1.2,1.6094379124341003,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2018-19,5,1.2,1.6094379124341003,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2019-20,5,1.2,1.6094379124341003,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2020-21,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2021-22,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,ucm,2022-23,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2017-18,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2018-19,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2019-20,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2020-21,1,1.2,0.0,Vega de San Mateo,Poco densa
28.01057,-15.53256,35033,urjc,2022-23,1,1.2,0.0,Vega de San Mateo,Poco densa
28.02005,-15.64664,35005,ucm,2020-21,1,1.2,0.0,Artenara,Muy poco densa
28.0306,-15.49134,35021,uam,2017-18,11,1.2,2.3978952727983707,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2018-19,12,1.2,2.4849066497880004,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2019-20,14,1.2,2.6390573296152584,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2020-21,13,1.2,2.5649493574615367,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2021-22,10,1.2,2.302585092994046,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uam,2022-23,6,1.2,1.791759469228055,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2017-18,16,1.2,2.772588722239781,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2018-19,26,1.2,3.258096538021482,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2019-20,28,1.2,3.332204510175204,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2020-21,31,1.2,3.4339872044851463,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2021-22,28,1.2,3.332204510175204,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uc3m,2022-23,31,1.2,3.4339872044851463,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2017-18,51,1.2,3.9318256327243257,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2018-19,42,1.2,3.7376696182833684,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2019-20,40,1.2,3.6888794541139363,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2020-21,41,1.2,3.713572066704308,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2021-22,39,1.2,3.6635616461296463,Santa Brígida,Poco densa
28.0306,-15.49134,35021,ucm,2022-23,29,1.2,3.367295829986474,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2017-18,18,1.2,2.8903717578961645,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2018-19,18,1.2,2.8903717578961645,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2019-20,15,1.2,2.70805020110221,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2020-21,14,1.2,2.6390573296152584,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2021-22,13,1.2,2.5649493574615367,Santa Brígida,Poco densa
28.0306,-15.49134,35021,urjc,2022-23,9,1.2,2.1972245773362196,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2017-18,2,1.2,0.6931471805599453,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2018-19,2,1.2,0.6931471805599453,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2019-20,1,1.2,0.0,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2020-21,1,1.2,0.0,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2021-22,1,1.2,0.0,Santa Brígida,Poco densa
28.0306,-15.49134,35021,uva,2022-23,1,1.2,0.0,Santa Brígida,Poco densa
28.04794,-15.5737,35032,uc3m,2017-18,1,1.2,0.0,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uc3m,2018-19,1,1.2,0.0,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uc3m,2020-21,1,1.2,0.0,Valleseco,Muy poco densa
28.04794,-15.5737,35032,uc3m,2022-23,1,1.2,0.0,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2017-18,1,1.2,0.0,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2018-19,1,1.2,0.0,Valleseco,Muy poco densa
28.04794,-15.5737,35032,ucm,2020-21,4,1.2,1.3862943611198906,Valleseco,Muy poco densa
